id_contribuinte,cnpj,razao_social,cnae,desc_cnae,porte,regime_tributario,bairro,data_abertura,ativo,risco_latente,email,telefone
1707,12.350.368/7156-00,Porto,8512-1,Ensino fundamental,MEI,MEI,Vila Nova,2022-04-21,1,0,antonellafernandes@da.com,+55 81 9388 8997
1708,09.779.780/2344-00,Sales,5310-5,Atividades dos correios,EPP,Simples Nacional,Jardim Rio Branco,2024-08-16,1,0,pedro19@monteiro.com.br,(051) 7428-6138
1709,67.940.366/4016-00,Peixoto e Filhos,4771-7,Comércio farmacêutico,MEI,MEI,Cidade Nautica,2020-07-27,1,1,anunes@carvalho.org,(061) 3806-2251
1710,37.831.597/5729-00,Brito e Filhos,5611-2,Restaurantes e similares,MEI,MEI,Parque Bitaru,2018-07-29,1,0,tcastro@garcia.edu.br,0300 117 9224
1711,18.683.029/1585-00,Rios S/A,5611-2,Restaurantes e similares,EPP,Lucro Presumido,Catiapoa,2025-02-21,1,1,camarasarah@duarte.com,(081) 5168-7726
1712,33.241.651/8548-00,Barros e Filhos,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Ilha Porchat,2020-04-30,1,0,camposarthur-gabriel@das.gov.br,(051) 9156 2303
1713,73.446.746/2159-00,da Rocha Araújo S.A.,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Centro,2020-05-06,1,1,marcos-viniciusrios@almeida.com.br,(051) 6379 1453
1714,74.916.170/5022-00,Santos,8650-0,Atividades de saúde humana,ME,Simples Nacional,Porto Grande,2023-09-25,1,1,silveiradavi-lucas@nogueira.br,11 7019-2921
1715,81.413.447/6094-00,Aragão e Filhos,8599-6,Treinamento e capacitação,MD,Lucro Real,Alto da Boa Vista,2018-03-24,1,0,lais11@fernandes.com.br,+55 (011) 1791-1515
1716,74.029.286/4330-00,Vieira Teixeira S/A,4120-4,Construção de edifícios,ME,Lucro Presumido,Glória,2025-05-09,1,2,clarice96@azevedo.org,0800 091 9646
1717,09.962.183/6677-00,Souza,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Porto Grande,2021-02-25,1,0,ccampos@freitas.br,11 5907-3786
1718,61.025.634/2022-00,Sampaio,7711-0,Locação de automóveis,EPP,Lucro Presumido,Vila Bocaina,2017-02-23,1,0,riosandre@freitas.gov.br,(071) 1349-7541
1719,98.013.768/3675-00,da Paz,4330-4,Acabamentos em construção,MEI,MEI,Alto da Boa Vista,2019-09-19,1,0,agathasouza@moreira.gov.br,+55 (031) 9455 1467
1720,79.152.446/1440-00,Rezende Gomes Ltda.,6201-5,Desenvolvimento de software,MD,Lucro Presumido,Parque Bitaru,2024-03-06,1,2,emilly46@pastor.gov.br,+55 21 2551 1450
1721,51.746.564/2601-00,Sampaio,4120-4,Construção de edifícios,MEI,MEI,Glória,2023-04-11,1,0,marcela72@moraes.org,+55 21 4901-4634
1722,26.319.956/9559-00,Câmara Araújo S/A,4330-4,Acabamentos em construção,MEI,MEI,Glória,2018-09-23,1,2,siqueiragabrielly@viana.br,(041) 5447-6285
1723,76.414.900/3850-00,Alves,5620-1,Serviços de alimentação,GR,Lucro Real,Vila Nova,2020-12-14,1,1,cavalcantemanuela@teixeira.gov.br,81 7496 9720
1724,34.448.672/2883-00,Gonçalves,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Vila Margarida,2023-06-26,1,1,benjamin08@monteiro.br,+55 41 3870 1418
1725,33.145.461/5749-00,Sousa Almeida - EI,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Glória,2024-06-10,1,0,benjamimborges@farias.br,41 8518-5296
1726,14.978.879/5312-00,Ramos,5611-2,Restaurantes e similares,ME,Lucro Presumido,Vila Margarida,2017-09-20,1,1,camila78@garcia.gov.br,71 2736 4668
1727,95.437.766/1830-00,Pires,6201-5,Desenvolvimento de software,EPP,Lucro Presumido,Centro,2023-01-25,1,0,sousalevi@lopes.gov.br,+55 (051) 7649-2448
1728,18.731.439/1511-00,Câmara,6920-6,Atividades contábeis,MD,Lucro Presumido,Centro,2019-05-24,1,0,isabelpimenta@campos.br,+55 (051) 5264-7250
1729,62.107.818/7109-00,Ferreira,9602-5,Cabeleireiros e similares,ME,Lucro Presumido,Esplanada dos Barreiros,2023-06-29,1,1,portoesther@fogaca.net,(031) 0263 3005
1730,42.570.680/2693-00,Alves Nogueira e Filhos,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Bocaina,2021-02-03,1,1,caldeiracatarina@garcia.com.br,(061) 8899 8782
1731,23.060.023/0286-00,Montenegro,7490-1,Consultoria empresarial,MEI,MEI,Cidade Nautica,2021-10-05,1,0,tlima@martins.com,+55 21 1436-9131
1732,52.241.142/0667-00,Castro Rocha Ltda.,6911-7,Atividades jurídicas,ME,Simples Nacional,Vila Nova,2023-06-09,0,0,zalmeida@jesus.br,+55 51 7386 0856
1733,59.920.166/3382-00,da Mata,6911-7,Atividades jurídicas,MEI,MEI,Cidade Nautica,2016-10-12,1,1,antony70@novais.edu.br,41 7286 6154
1734,05.392.220/5620-00,Mendes,5611-2,Restaurantes e similares,ME,Lucro Presumido,Centro,2018-09-21,1,1,das-nevesclarice@da.com,(061) 5481-9743
1735,11.348.433/9133-00,Mendonça,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Ilha Porchat,2021-04-15,1,0,yanferreira@cavalcanti.gov.br,+55 84 1865 7122
1736,61.323.945/6452-00,Ramos Abreu - EI,6920-6,Atividades contábeis,MEI,MEI,Esplanada dos Barreiros,2018-07-11,1,1,pietraviana@moreira.br,+55 (071) 5037-0910
1737,49.760.249/8663-00,da Luz e Filhos,5620-1,Serviços de alimentação,ME,Lucro Presumido,Cidade Nautica,2020-02-01,1,1,erickda-conceicao@lima.edu.br,(061) 3737 0694
1738,67.734.985/2973-00,Castro Ltda.,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Catiapoa,2017-11-19,1,1,arthur12@sousa.br,0500 007 0757
1739,26.655.914/7625-00,Sampaio,7490-1,Consultoria empresarial,GR,Lucro Real,Jardim Rio Branco,2021-07-29,1,0,qmachado@abreu.br,(011) 1425-6855
1740,66.414.753/3695-00,Campos Ltda.,4771-7,Comércio farmacêutico,ME,Simples Nacional,Alto da Boa Vista,2018-02-13,1,0,jnascimento@sousa.gov.br,+55 (081) 8413 6718
1741,66.535.389/6298-00,Cavalcanti,8511-2,Educação infantil,MEI,MEI,Porto Grande,2019-04-14,1,0,luizalima@barbosa.br,+55 31 1883-6841
1742,36.792.415/7127-00,Duarte,4330-4,Acabamentos em construção,MEI,MEI,Cidade Nautica,2019-12-20,1,2,joao04@da.br,61 7938-8147
1743,83.543.468/5863-00,Cardoso Pereira Ltda.,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Jardim Rio Branco,2018-06-30,1,0,da-rosakamilly@peixoto.com.br,81 9305 0511
1744,16.824.979/3998-00,da Mota,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Glória,2020-09-17,1,0,vitor75@barbosa.br,+55 71 7962 9470
1745,53.811.683/7103-00,Albuquerque Ltda.,7490-1,Consultoria empresarial,MEI,MEI,Vila Margarida,2023-11-22,0,0,goncalvessophia@rezende.gov.br,0500-083-4639
1746,60.720.148/9678-00,Vieira,4120-4,Construção de edifícios,MEI,MEI,Japuí,2025-03-28,1,1,marcelo61@leao.com.br,(031) 2981-3958
1747,49.312.146/3947-00,Cavalcante,6201-5,Desenvolvimento de software,MD,Lucro Presumido,Vila Bocaina,2018-05-19,1,2,breno46@castro.com.br,+55 21 1654 2624
1748,29.264.563/3917-00,Albuquerque,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Ilha Porchat,2020-02-23,1,0,salesmilena@freitas.com,+55 51 6573 6061
1749,36.948.112/6649-00,Azevedo,9311-5,Academias e fitness,MD,Lucro Real,Centro,2019-03-20,1,2,luiz-gustavo00@sousa.com,(031) 1168 6947
1750,06.833.539/1016-00,Oliveira - EI,4921-3,Transporte rodoviário coletivo,MEI,MEI,Parque Bitaru,2021-06-25,1,1,pereiraanna-liz@marques.net,+55 (051) 7108-6515
1751,63.994.901/3334-00,Cardoso,6920-6,Atividades contábeis,MEI,MEI,Vila Margarida,2023-12-19,1,1,vasconcelosluara@ribeiro.org,(081) 4059 0556
1752,67.348.140/9841-00,Leão Alves - EI,4120-4,Construção de edifícios,GR,Lucro Real,Porto Grande,2018-01-01,1,0,ycorreia@fogaca.com.br,81 7995 2795
1753,93.014.811/6049-00,Ferreira S.A.,7490-1,Consultoria empresarial,MD,Lucro Real,Parque Bitaru,2016-08-12,1,1,daniel95@costa.br,+55 (031) 1302-0799
1754,00.420.288/6616-00,Machado,9311-5,Academias e fitness,GR,Lucro Real,Glória,2022-07-27,1,0,igoralves@silveira.br,(041) 8967 1214
1755,99.034.213/4854-00,Correia Barbosa e Filhos,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Porto Grande,2023-02-17,1,0,aurora08@fernandes.org,71 2743 5111
1756,53.160.791/7913-00,Alves S/A,5611-2,Restaurantes e similares,MEI,MEI,Catiapoa,2024-07-16,1,0,benjamin91@vasconcelos.com,+55 21 4921-1083
1757,57.117.132/1940-00,Nascimento Nunes S/A,7711-0,Locação de automóveis,GR,Lucro Real,Vila Margarida,2022-08-28,1,1,sampaiovalentim@correia.br,+55 71 2713-5344
1758,02.881.411/2874-00,Silva,8650-0,Atividades de saúde humana,MD,Lucro Real,Vila Nova,2024-02-29,1,2,ana-carolinamartins@vasconcelos.gov.br,81 1088-6087
1759,93.678.576/4639-00,da Cruz Porto S/A,8512-1,Ensino fundamental,MEI,MEI,Glória,2025-03-09,1,0,ocarvalho@fonseca.br,+55 84 3742 2385
1760,74.916.194/2321-00,Almeida S/A,5310-5,Atividades dos correios,MEI,MEI,Centro,2021-06-26,1,0,kamillyferreira@abreu.gov.br,+55 41 8800 6371
1761,31.535.069/6261-00,Carvalho - ME,6202-3,Desenvolvimento de sistemas,MEI,MEI,Jardim Rio Branco,2018-04-13,1,0,valentim14@da.com,(031) 7780 6501
1762,25.274.102/5471-00,Araújo Dias S/A,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila São Jorge,2019-06-04,1,0,anna-liz34@fernandes.org,(021) 2091 5054
1763,85.669.489/9300-00,da Rocha,8511-2,Educação infantil,MEI,MEI,Esplanada dos Barreiros,2016-09-06,1,0,luiz-henrique21@barbosa.com,11 6281 8445
1764,75.635.584/2271-00,da Conceição Melo e Filhos,9311-5,Academias e fitness,GR,Lucro Real,Vila Bocaina,2020-05-26,1,1,vda-cunha@moura.net,84 7222-4634
1765,56.504.607/0014-00,Vieira Pacheco - EI,7711-0,Locação de automóveis,GR,Lucro Real,Japuí,2023-01-21,1,0,luiz-otavio58@pires.com.br,(061) 8351 1683
1766,30.686.240/8710-00,da Mota,8630-5,Atividades de atenção à saúde,MEI,MEI,Ilha Porchat,2017-02-23,0,1,zgoncalves@teixeira.br,(071) 2739 8983
1767,90.417.282/0762-00,Machado Silveira - EI,9602-5,Cabeleireiros e similares,MEI,MEI,Esplanada dos Barreiros,2018-02-22,1,0,estherrios@cunha.net,0300 890 2566
1768,22.328.222/8240-00,Fonseca,8599-6,Treinamento e capacitação,MEI,MEI,Vila São Jorge,2022-10-07,1,0,maiteribeiro@pires.org,+55 (011) 0005-1020
1769,28.359.994/0041-00,Pires S.A.,8512-1,Ensino fundamental,MEI,MEI,Ilha Porchat,2022-10-10,0,0,das-nevesdom@novaes.com,0900 411 9921
1770,91.351.135/0535-00,da Paz Farias S/A,5310-5,Atividades dos correios,EPP,Lucro Presumido,Parque Bitaru,2021-11-11,1,0,vasconceloscaue@dias.com,0900 809 8825
1771,89.206.415/7809-00,Carvalho,8511-2,Educação infantil,MEI,MEI,Japuí,2019-06-11,1,1,livia26@souza.gov.br,+55 (011) 3281 8571
1772,28.010.419/4534-00,Jesus,4771-7,Comércio farmacêutico,MEI,MEI,Centro,2018-10-24,1,0,kaique73@barros.br,+55 51 5015 0817
1773,81.447.867/4280-00,Mendonça - EI,6911-7,Atividades jurídicas,MD,Lucro Presumido,Glória,2025-10-23,1,0,oliveiramiguel@costela.br,+55 11 8294-2059
1774,63.578.037/8912-00,Monteiro,4771-7,Comércio farmacêutico,MEI,MEI,Centro,2022-12-30,1,0,yramos@moura.gov.br,(031) 4223 7785
1775,36.990.558/5575-00,Cardoso,4921-3,Transporte rodoviário coletivo,MEI,MEI,Cidade Nautica,2018-03-11,1,0,emilly84@campos.com,+55 (041) 4789 8760
1776,42.906.969/0452-00,Vasconcelos e Filhos,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Esplanada dos Barreiros,2023-06-08,1,0,kevinrocha@camara.com.br,+55 81 4473 5108
1777,61.065.673/3745-00,Nascimento,5310-5,Atividades dos correios,ME,Lucro Presumido,Centro,2021-10-27,1,0,rlopes@monteiro.br,71 3456 0187
1778,52.761.368/1498-00,Carvalho Lopes - EI,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Bocaina,2017-11-29,1,1,da-matamilena@da.br,51 4071 0439
1779,08.437.699/2964-00,Azevedo,6920-6,Atividades contábeis,MEI,MEI,Vila Nova,2023-03-10,1,0,yjesus@nascimento.br,(081) 8282-6924
1780,25.084.232/4234-00,Carvalho,8511-2,Educação infantil,MEI,MEI,Ilha Porchat,2021-03-08,1,0,heloisavieira@araujo.net,(011) 5331-2505
1781,72.415.536/9158-00,da Cruz e Filhos,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Margarida,2018-11-07,1,1,marcos-vinicius26@oliveira.com.br,+55 (021) 7296 6122
1782,90.627.960/2425-00,Sampaio Brito S/A,8511-2,Educação infantil,MEI,MEI,Ilha Porchat,2025-12-11,1,0,marquesbento@garcia.org,41 4061-2388
1783,29.594.523/1582-00,Cardoso Lopes S/A,4330-4,Acabamentos em construção,ME,Simples Nacional,Catiapoa,2017-10-13,1,1,correiaana-laura@sa.com,41 0330-1533
1784,02.966.299/1721-00,Vieira,4330-4,Acabamentos em construção,ME,Simples Nacional,Cidade Nautica,2017-09-13,1,1,novaispedro-miguel@carvalho.com,61 0245 6568
1785,20.416.782/1539-00,Silva - ME,5620-1,Serviços de alimentação,EPP,Simples Nacional,Ilha Porchat,2020-08-22,1,2,ana-carolina47@da.gov.br,(084) 9925 2228
1786,37.063.250/3139-00,Moura Câmara e Filhos,7711-0,Locação de automóveis,MEI,MEI,Alto da Boa Vista,2023-07-03,1,0,marinavieira@peixoto.com.br,(061) 5179 5783
1787,50.220.619/0193-00,da Costa - EI,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Esplanada dos Barreiros,2025-09-06,1,2,luanaalves@fonseca.com,(071) 9065-7194
1788,37.971.900/0029-00,Lopes Cardoso Ltda.,4120-4,Construção de edifícios,MD,Lucro Real,Alto da Boa Vista,2017-04-18,1,0,davi-lucas99@martins.com.br,+55 61 8749 5738
1789,22.564.718/5594-00,Nogueira,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Bocaina,2024-08-30,0,0,benjamincassiano@sampaio.gov.br,(041) 5421-1097
1790,04.532.316/7781-00,Mendes Ltda.,8511-2,Educação infantil,EPP,Simples Nacional,Catiapoa,2016-09-17,1,0,kamillyaparecida@nunes.edu.br,+55 (051) 7170 6124
1791,43.701.945/3911-00,da Cunha S.A.,7711-0,Locação de automóveis,ME,Lucro Presumido,Parque Bitaru,2025-08-06,1,1,marcela29@melo.gov.br,31 6704-7751
1792,65.052.761/2092-00,Moura e Filhos,8512-1,Ensino fundamental,ME,Lucro Presumido,Vila Bocaina,2016-11-18,1,2,olivia69@fernandes.net,+55 84 7580 7457
1793,06.190.223/1167-00,Montenegro Pacheco S/A,6911-7,Atividades jurídicas,ME,Lucro Presumido,Esplanada dos Barreiros,2021-02-07,1,0,piresanthony-gabriel@das.com.br,51 0586 5025
1794,76.353.223/7185-00,Montenegro Araújo - ME,8511-2,Educação infantil,ME,Simples Nacional,Vila Bocaina,2018-03-23,1,1,matteo32@azevedo.org,21 9530-1729
1795,84.856.371/1429-00,Siqueira Novaes Ltda.,7490-1,Consultoria empresarial,MEI,MEI,Vila Bocaina,2019-11-02,1,0,ujesus@abreu.com,11 2145 1050
1796,37.539.892/3132-00,Carvalho S.A.,6201-5,Desenvolvimento de software,GR,Lucro Real,Centro,2019-09-25,1,0,danielgoncalves@da.com,21 1017-0382
1797,93.278.417/8376-00,Macedo,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Bocaina,2016-07-20,1,0,urodrigues@da.com.br,41 6512-5679
1798,38.201.140/6526-00,da Mota S.A.,7490-1,Consultoria empresarial,ME,Lucro Presumido,Porto Grande,2022-02-15,1,1,hadassateixeira@souza.gov.br,+55 (011) 2567-0435
1799,35.127.245/5337-00,da Paz,5620-1,Serviços de alimentação,MEI,MEI,Parque Bitaru,2022-07-24,1,0,cavalcantiaugusto@oliveira.net,11 7972 1164
1800,69.764.878/4962-00,Cunha Dias S/A,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila São Jorge,2020-10-19,1,1,scaldeira@ferreira.gov.br,+55 (021) 9756-6848
1801,51.046.250/6929-00,Guerra Sales S.A.,9311-5,Academias e fitness,MEI,MEI,Jardim Rio Branco,2024-06-14,1,0,pviana@pacheco.com.br,41 2682 8062
1802,12.062.767/2935-00,Rezende,7711-0,Locação de automóveis,MEI,MEI,Ilha Porchat,2022-12-24,1,0,maria-ceciliada-luz@vieira.com.br,0900 363 9336
1803,34.421.291/4650-00,Gonçalves S/A,4921-3,Transporte rodoviário coletivo,MEI,MEI,Alto da Boa Vista,2017-05-20,1,0,maria-helenacunha@farias.gov.br,31 4744 7369
1804,77.804.579/7251-00,Cavalcante,4120-4,Construção de edifícios,EPP,Lucro Presumido,Porto Grande,2018-11-18,1,0,mendesisadora@pimenta.com,+55 71 6449 3156
1805,03.398.214/7823-00,Pires,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Parque Bitaru,2016-11-18,1,2,sousadiego@cavalcante.net,(021) 8078 6219
1806,94.516.767/0636-00,Barbosa - ME,5611-2,Restaurantes e similares,ME,Simples Nacional,Porto Grande,2025-10-27,1,0,msantos@albuquerque.com.br,0500 875 7437
1807,01.122.008/4842-00,Pereira da Rosa Ltda.,5611-2,Restaurantes e similares,ME,Lucro Presumido,Catiapoa,2023-03-25,1,1,leo25@freitas.net,+55 (081) 0761-5533
1808,36.796.082/8967-00,Aparecida Cardoso - EI,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Catiapoa,2024-01-20,1,0,lcamara@sa.edu.br,(041) 6716 9443
1809,05.494.692/0856-00,Sales,7490-1,Consultoria empresarial,ME,Simples Nacional,Vila Bocaina,2024-06-01,1,1,abreubenicio@moreira.org,+55 (084) 7427 3702
1810,32.495.193/5001-00,da Costa da Rosa S/A,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Ilha Porchat,2020-08-17,1,0,nascimentoyago@barros.gov.br,(081) 7917-2785
1811,17.580.803/8890-00,Nunes da Conceição S.A.,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Vila Bocaina,2023-01-02,1,0,kdias@fonseca.gov.br,0500-537-5257
1812,04.315.668/5135-00,Barros - EI,7490-1,Consultoria empresarial,MEI,MEI,Cidade Nautica,2022-10-09,1,2,fmonteiro@sampaio.br,+55 (084) 6934 1564
1813,37.475.580/3090-00,Monteiro,8599-6,Treinamento e capacitação,MEI,MEI,Esplanada dos Barreiros,2022-01-25,1,0,maria-laura63@da.br,+55 51 4165 9769
1814,47.177.840/1902-00,Costela S.A.,7711-0,Locação de automóveis,MEI,MEI,Vila Bocaina,2018-08-13,1,2,pedro-miguelleao@pinto.com.br,(081) 8606 5335
1815,98.837.161/1586-00,Ribeiro Siqueira e Filhos,8599-6,Treinamento e capacitação,EPP,Lucro Presumido,Porto Grande,2021-11-12,1,1,garciamiguel@alves.com,(084) 7006-5070
1816,19.976.759/8332-00,Barros S/A,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Margarida,2023-03-03,1,0,gmoura@camargo.com,+55 (021) 6711-1534
1817,50.583.534/5819-00,Martins - EI,8512-1,Ensino fundamental,ME,Simples Nacional,Jardim Rio Branco,2020-11-08,1,0,arthur-miguelandrade@da.br,0300 858 8421
1818,28.535.339/9824-00,Camargo Ramos e Filhos,6911-7,Atividades jurídicas,MEI,MEI,Jardim Rio Branco,2018-02-18,1,0,lucasda-luz@rodrigues.br,84 3659-0756
1819,77.580.158/4668-00,Duarte Jesus S.A.,7711-0,Locação de automóveis,MD,Lucro Presumido,Vila Margarida,2024-05-02,1,0,tbrito@cunha.com.br,+55 (021) 5239 0044
1820,30.285.327/2766-00,da Cruz,4120-4,Construção de edifícios,MEI,MEI,Ilha Porchat,2019-12-31,1,0,aragaoluiz-otavio@sampaio.net,+55 81 6400 2397
1821,15.025.285/4613-00,Guerra,4330-4,Acabamentos em construção,MEI,MEI,Vila São Jorge,2021-08-10,0,2,joliveira@pereira.br,(051) 8188-6465
1822,30.897.207/3827-00,Martins da Mota S.A.,5310-5,Atividades dos correios,ME,Lucro Presumido,Ilha Porchat,2019-05-10,1,0,vda-rocha@da.com,(071) 4383 0456
1823,11.842.527/8630-00,Aparecida da Conceição S/A,8512-1,Ensino fundamental,EPP,Lucro Presumido,Porto Grande,2024-02-01,1,0,nnovaes@andrade.net,+55 (061) 5209 5530
1824,12.102.423/4473-00,Pinto Casa Grande S/A,6202-3,Desenvolvimento de sistemas,ME,Simples Nacional,Parque Bitaru,2016-04-16,1,0,luiz-otavioalves@da.com,+55 (051) 8664 5279
1825,77.719.619/9716-00,da Rocha Azevedo e Filhos,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Jardim Rio Branco,2019-12-29,1,2,alana25@sales.br,+55 61 0229 4391
1826,66.764.099/6833-00,da Luz,4921-3,Transporte rodoviário coletivo,EPP,Lucro Presumido,Vila São Jorge,2017-09-11,1,0,gomesmathias@fonseca.gov.br,+55 (061) 3199-6112
1827,95.224.265/3793-00,Aparecida,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Centro,2023-02-10,1,0,miguelcostela@albuquerque.gov.br,61 2168 6016
1828,19.143.907/0547-00,Teixeira Ltda.,5620-1,Serviços de alimentação,MEI,MEI,Ilha Porchat,2022-04-10,1,0,benjamingoncalves@siqueira.org,+55 (021) 2177-0013
1829,15.791.150/1016-00,Brito e Filhos,9602-5,Cabeleireiros e similares,MEI,MEI,Glória,2018-05-23,1,0,heloisasantos@campos.com.br,71 1665 0952
1830,08.026.589/3475-00,Andrade,5611-2,Restaurantes e similares,ME,Lucro Presumido,Centro,2018-12-06,1,2,da-conceicaobeatriz@da.br,(011) 9762 5585
1831,54.883.571/9214-00,da Luz - ME,5310-5,Atividades dos correios,ME,Simples Nacional,Catiapoa,2017-02-12,1,0,fda-cruz@ribeiro.net,+55 (071) 1769 0611
1832,46.386.643/2031-00,Costa Ltda.,8512-1,Ensino fundamental,MEI,MEI,Ilha Porchat,2025-02-14,1,0,vasconcelosmaria-cecilia@rodrigues.com.br,41 1085-1775
1833,66.528.246/8549-00,Sousa,8512-1,Ensino fundamental,ME,Simples Nacional,Ilha Porchat,2019-01-03,1,0,isabeldas-neves@castro.com.br,+55 31 9422 4147
1834,00.020.860/1460-00,Pinto,8512-1,Ensino fundamental,EPP,Simples Nacional,Cidade Nautica,2017-01-30,1,0,zpires@costa.br,(041) 2515 3207
1835,54.327.163/0335-00,Dias,9311-5,Academias e fitness,MEI,MEI,Esplanada dos Barreiros,2021-04-29,1,0,rsousa@cavalcanti.br,(061) 0080-6180
1836,30.100.090/8993-00,Rios,4120-4,Construção de edifícios,MEI,MEI,Alto da Boa Vista,2022-11-13,1,0,mda-rosa@souza.gov.br,+55 (011) 0917-8776
1837,04.802.835/4158-00,Ferreira,8511-2,Educação infantil,EPP,Simples Nacional,Jardim Rio Branco,2026-02-06,1,0,vitor-gabriel92@alves.org,0800-481-2313
1838,09.304.376/6136-00,Azevedo,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Alto da Boa Vista,2019-12-24,1,0,crios@martins.net,+55 (021) 2181 2412
1839,12.268.159/4747-00,Camargo,5310-5,Atividades dos correios,MEI,MEI,Esplanada dos Barreiros,2023-10-05,1,0,lunna17@pacheco.com,+55 61 5576-4702
1840,10.583.309/6739-00,Cavalcante - ME,6920-6,Atividades contábeis,EPP,Simples Nacional,Vila Margarida,2021-05-22,1,0,calebda-cruz@das.br,+55 81 9337 8678
1841,18.914.269/3765-00,Novais S.A.,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Japuí,2017-10-09,1,0,mendeslavinia@souza.com,84 3181-0782
1842,76.718.776/2883-00,Porto S.A.,8599-6,Treinamento e capacitação,EPP,Lucro Presumido,Glória,2022-06-23,1,0,lda-mota@pastor.com.br,+55 61 2736 4042
1843,85.016.276/2922-00,Andrade,4330-4,Acabamentos em construção,EPP,Lucro Presumido,Esplanada dos Barreiros,2023-01-18,1,0,yan99@correia.br,11 0509-5817
1844,80.937.616/5228-00,Nogueira e Filhos,9602-5,Cabeleireiros e similares,MD,Lucro Real,Esplanada dos Barreiros,2020-04-03,1,0,fsampaio@campos.br,0800-590-1325
1845,49.935.981/2559-00,Pinto Gomes S/A,4921-3,Transporte rodoviário coletivo,MEI,MEI,Parque Bitaru,2021-11-20,1,0,benjamim24@fonseca.org,+55 71 8907 1667
1846,59.764.083/8580-00,Freitas - ME,8511-2,Educação infantil,EPP,Simples Nacional,Vila Bocaina,2019-06-26,1,0,scamargo@guerra.gov.br,0800 163 5821
1847,71.657.893/9129-00,Pires,7490-1,Consultoria empresarial,EPP,Lucro Presumido,Vila Margarida,2019-06-06,1,0,eduardacardoso@casa.com,11 5752 4906
1848,18.871.148/6005-00,Souza,6920-6,Atividades contábeis,MEI,MEI,Vila São Jorge,2024-03-24,1,0,nmoraes@silva.br,0300-650-9423
1849,49.287.875/7030-00,Pires,6201-5,Desenvolvimento de software,GR,Lucro Real,Cidade Nautica,2022-04-19,1,1,enzo74@costa.com.br,(071) 4423-5072
1850,11.250.186/0742-00,Porto,9311-5,Academias e fitness,MD,Lucro Presumido,Centro,2017-02-16,1,0,fariaspietra@siqueira.org,+55 31 6675 5856
1851,95.222.336/9318-00,Rios,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Vila Nova,2021-08-17,0,1,tfarias@machado.com,+55 (031) 0428-8876
1852,73.024.266/2497-00,Montenegro Sousa e Filhos,5620-1,Serviços de alimentação,MEI,MEI,Centro,2018-01-22,1,1,barbosaalexia@moraes.com.br,+55 (041) 7743 5123
1853,57.144.695/6740-00,Siqueira Farias - ME,8512-1,Ensino fundamental,MD,Lucro Real,Centro,2024-12-25,1,2,fariasjose-miguel@borges.br,+55 84 7451 7893
1854,35.445.345/1466-00,Carvalho Barros S.A.,5310-5,Atividades dos correios,EPP,Lucro Presumido,Glória,2018-02-25,1,0,bcardoso@nascimento.com,+55 11 9162 8545
1855,83.483.483/5862-00,Jesus,5310-5,Atividades dos correios,MEI,MEI,Vila São Jorge,2019-07-28,1,2,wsantos@albuquerque.edu.br,81 4489 5745
1856,64.853.207/7587-00,Vieira,8512-1,Ensino fundamental,MEI,MEI,Vila Bocaina,2019-07-02,0,1,luiz-otavioda-rocha@azevedo.com.br,+55 (081) 4117 9291
1857,26.983.443/6958-00,Rios,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Catiapoa,2024-02-07,0,1,azevedoisis@dias.gov.br,0300-440-4393
1858,05.092.846/7200-00,Nunes,6201-5,Desenvolvimento de software,GR,Lucro Real,Vila São Jorge,2025-08-15,1,0,emilly08@vieira.com.br,+55 (041) 8763-0431
